age,gender,primary_tech_field,job_title,employment_type,work_arrangement,experience_years_total,experience_years_in_field,education_level,languages_spoken,skills,primary_skill,num_skills,certifications,company_size,annual_salary_usd,num_languages,num_certifications,total_skills + certificates
34,Male,Full-Stack Development,Senior Software Engineer,Contract,Remote,5.1,3.9,Bootcamp,English,GraphQL; AWS; React; Node.js,GraphQL,4,,Large (201-1000),57240.49,1,0,4
36,Male,Blockchain & Web3,Other,Full-time,Hybrid,0.6,0.5,Bootcamp,English,Ethereum; DeFi; ethers.js; Hardhat; Rust,Ethereum,5,,Startup (1-10),130162.16,1,0,5
31,Female,Full-Stack Development,Web Developer,Full-time,Hybrid,6.5,5.5,Bachelor's Degree,English; Japanese; Mandarin,MongoDB; Redis; TypeScript,MongoDB,3,,Small (11-50),187653.19,3,0,3
32,Female,Product Management,Other,Full-time,Remote,4.5,3.8,Bachelor's Degree,English,Wireframing; A/B Testing; Figma; User Research; Jira; Scrum; Data Analysis,Wireframing,7,TensorFlow Developer Certificate,Startup (1-10),161369.45,1,1,8
21,Male,Backend Development,Other,Part-time,Remote,1.5,0.7,Bachelor's Degree,English,FastAPI; Ruby; Python,FastAPI,3,AWS Certified Developer,Startup (1-10),126641.36,1,1,4
37,Male,Embedded Systems & IoT,Other,Full-time,Hybrid,3.7,3.2,Bachelor's Degree,English,MATLAB; Python; I2C/SPI; ARM; PCB Design,MATLAB,5,AWS Certified Solutions Architect,Large (201-1000),137766.43,1,1,6
26,Non-Binary,Cybersecurity,Other,Full-time,Remote,4.7,4.5,Bachelor's Degree,English,Linux; Cryptography; SIEM; IDS/IPS; Wireshark; Ethical Hacking; Network Security,Linux,7,,Large (201-1000),211244.05,1,0,7
41,Female,Game Development,Other,Full-time,Hybrid,2.2,1.0,Bootcamp,English,Blender; Physics Engine; C#; OpenGL; Unreal Engine; 3D Modeling,Blender,6,,Startup (1-10),101547.66,1,0,6
33,Male,QA & Testing,Other,Full-time,Hybrid,9.3,3.9,PhD,English,Jira; PyTest; Postman; JUnit,Jira,4,,Enterprise (1000+),65071.16,1,0,4
44,Non-Binary,Blockchain & Web3,Other,Full-time,Hybrid,6.3,3.6,Bachelor's Degree,English; Portuguese,IPFS; ethers.js; Ethereum,IPFS,3,AWS Certified Developer,Small (11-50),221820.42,2,1,4
47,Non-Binary,Data Science & ML,Other,Full-time,Remote,1.8,0.7,Bootcamp,English; German,PyTorch; R; scikit-learn; Python; Keras; OpenCV; Hugging Face; NLTK,PyTorch,8,,Startup (1-10),161548.07,2,0,8
26,Male,Game Development,Other,Full-time,Remote,6.0,5.3,Bachelor's Degree,English; German; Japanese; Telugu,Maya; Shader Programming; C++; Photon; Physics Engine; C#,Maya,6,,Startup (1-10),41841.75,4,0,6
40,Male,Embedded Systems & IoT,Other,Full-time,Hybrid,8.7,5.8,Bachelor's Degree,English; Mandarin,I2C/SPI; Python; FPGA; MATLAB; C; Microcontrollers; RTOS,I2C/SPI,7,,Medium (51-200),159484.71,2,0,7
30,Female,Database & Data Engineering,Other,Full-time,On-site,10.2,5.1,PhD,Russian; Spanish,Spark; Airflow; Kafka; dbt,Spark,4,,Enterprise (1000+),402525.61,2,0,4
34,Female,Game Development,Other,Full-time,Hybrid,9.3,5.1,Bachelor's Degree,English,Maya; 3D Modeling; Blender; Unity; OpenGL; Unreal Engine,Maya,6,,Startup (1-10),94463.9,1,0,6
29,Female,Mobile Development,Other,Full-time,On-site,5.8,5.3,Bachelor's Degree,English; Tamil,Flutter; Firebase; Dart,Flutter,3,,Startup (1-10),122638.76,2,0,3
37,Male,Embedded Systems & IoT,Other,Freelance,Remote,4.8,3.8,Bachelor's Degree,English; Hindi,RTOS; C; I2C/SPI,RTOS,3,,Medium (51-200),157959.57,2,0,3
28,Female,Mobile Development,Other,Full-time,Remote,5.8,3.6,Bootcamp,English; Tamil,Java; Flutter; Firebase; Kotlin; Dart; Objective-C; Android SDK,Java,7,,Medium (51-200),159759.95,2,0,7
25,Female,Embedded Systems & IoT,Other,Full-time,Remote,8.3,6.8,Bootcamp,English; Hindi,RTOS; Python; I2C/SPI,RTOS,3,,Medium (51-200),179790.87,2,0,3
35,Male,Blockchain & Web3,Other,Full-time,Remote,11.2,6.4,High School,English; Tamil; Portuguese,Smart Contracts; IPFS; Go; Solidity; Ethereum; DeFi; ethers.js; Hardhat,Smart Contracts,8,,Enterprise (1000+),285962.32,3,0,8
31,Male,Site Reliability Engineering,Other,Full-time,Remote,1.8,0.8,Bachelor's Degree,English; Tamil,Prometheus; GCP; Linux; AWS; Grafana; Incident Management; Docker; Terraform,Prometheus,8,Google Cloud Professional,Enterprise (1000+),120900.73,2,1,9
23,Male,Product Management,Other,Full-time,Hybrid,3.4,3.3,Bachelor's Degree,English,Wireframing; Figma; SQL; A/B Testing; User Research; Confluence,Wireframing,6,,Startup (1-10),188210.18,1,0,6
23,Female,Site Reliability Engineering,Other,Full-time,Remote,5.9,5.6,Bootcamp,English,Terraform; Grafana; GCP,Terraform,3,,Large (201-1000),222125.43,1,0,3
28,Female,Backend Development,Platform Engineer,Full-time,Hybrid,9.7,7.8,Master's Degree,English; Spanish,PHP; Java; Python,PHP,3,,Startup (1-10),187553.87,2,0,3
39,Prefer not to say,Frontend Development,Other,Full-time,On-site,8.6,3.7,Bachelor's Degree,English; Hindi,GraphQL; HTML/CSS; Vue.js; JavaScript; Tailwind CSS; Redux; Next.js; TypeScript,GraphQL,8,Kubernetes CKA,Startup (1-10),128881.06,2,1,9
40,Female,Blockchain & Web3,Other,Contract,Remote,13.1,11.0,Bachelor's Degree,English; Tamil,Solidity; Foundry; Hardhat; Web3.js; IPFS; ethers.js; Smart Contracts; Ethereum,Solidity,8,,Enterprise (1000+),373402.97,2,0,8
34,Female,Frontend Development,Web Developer,Full-time,Remote,0.5,0.5,Bachelor's Degree,English,JavaScript; HTML/CSS; React; TypeScript; Webpack; Redux,JavaScript,6,,Enterprise (1000+),95229.51,1,0,6
24,Male,Data Science & ML,Other,Full-time,Hybrid,14.2,8.4,Bootcamp,Russian; Arabic; Mandarin,Pandas; NLTK; R; TensorFlow; SQL,Pandas,5,,Small (11-50),223006.19,3,0,5
41,Prefer not to say,DevOps & Cloud,Other,Contract,Remote,0.5,0.5,Bachelor's Degree,English; Hindi,Terraform; Kubernetes; Azure; AWS; CI/CD; Ansible,Terraform,6,AWS Certified Developer,Small (11-50),105945.28,2,1,7
18,Non-Binary,Full-Stack Development,Senior Software Engineer,Full-time,Remote,8.1,4.8,Bootcamp,English; Portuguese; Spanish,MongoDB; TypeScript; GraphQL; Python,MongoDB,4,CISSP,Small (11-50),218860.07,3,1,5
31,Male,Backend Development,Platform Engineer,Full-time,Hybrid,6.4,3.1,Bootcamp,English,C#; Node.js; Ruby; Rust; FastAPI,C#,5,CISSP; TensorFlow Developer Certificate,Enterprise (1000+),220041.01,1,2,7
37,Male,Product Management,Other,Full-time,Remote,0.5,0.5,Bootcamp,English; Japanese; Russian,Figma; Agile; SQL; A/B Testing,Figma,4,,Medium (51-200),90641.42,3,0,4
32,Male,Product Management,Other,Full-time,Hybrid,7.9,7.7,Bachelor's Degree,Arabic,Figma; Agile; Data Analysis; A/B Testing; Confluence; Scrum; Wireframing; Stakeholder Management,Figma,8,Azure Solutions Architect,Enterprise (1000+),231540.05,1,1,9
41,Male,Site Reliability Engineering,Other,Full-time,Remote,10.1,9.4,Bachelor's Degree,English; Tamil,Linux; Grafana; Incident Management,Linux,3,CISSP; Linux Foundation Certified,Large (201-1000),233718.46,2,2,5
38,Non-Binary,QA & Testing,Other,Full-time,Remote,12.1,6.3,Master's Degree,English; Mandarin,Postman; Performance Testing; Jest; API Testing; Selenium,Postman,5,AWS Certified Solutions Architect,Medium (51-200),150577.15,2,1,6
30,Male,Data Science & ML,Other,Full-time,Remote,4.8,3.1,PhD,English; Bengali; Italian,Keras; scikit-learn; R,Keras,3,,Enterprise (1000+),281107.67,3,0,3
25,Male,Embedded Systems & IoT,Other,Full-time,Remote,7.3,6.5,Bootcamp,English,C; I2C/SPI; MATLAB; RTOS,C,4,TensorFlow Developer Certificate,Large (201-1000),164017.25,1,1,5
38,Male,Site Reliability Engineering,Other,Contract,Remote,6.7,5.9,Master's Degree,English,GCP; CI/CD; Linux; Incident Management; Kubernetes; Docker; Grafana,GCP,7,,Small (11-50),289896.3,1,0,7
21,Male,Mobile Development,Other,Full-time,Hybrid,0.5,0.5,Bachelor's Degree,English; Tamil,Dart; Android SDK; Xcode,Dart,3,Kubernetes CKA,Large (201-1000),77529.35,2,1,4
41,Male,Data Science & ML,Other,Part-time,Remote,14.5,13.8,Bachelor's Degree,English,SQL; OpenCV; Spark; NLTK; Pandas; Keras; Python; R,SQL,8,,Enterprise (1000+),389227.49,1,0,8
26,Female,Product Management,Other,Full-time,Hybrid,12.4,7.9,Bachelor's Degree,English; Tamil; Bengali,Agile; A/B Testing; User Research; Wireframing; Jira; Stakeholder Management; Confluence,Agile,7,,Medium (51-200),225903.53,3,0,7
38,Female,Frontend Development,Other,Full-time,Hybrid,6.2,3.9,Bootcamp,English,TypeScript; Webpack; SASS; Tailwind CSS; Vue.js; Redux; Angular,TypeScript,7,,Startup (1-10),150092.01,1,0,7
38,Female,Mobile Development,Other,Contract,Remote,10.7,9.8,Bachelor's Degree,English; Arabic,SwiftUI; Xcode; Jetpack Compose; Objective-C,SwiftUI,4,,Startup (1-10),55044.66,2,0,4
43,Male,Mobile Development,Other,Full-time,Remote,0.5,0.5,Bachelor's Degree,English,SwiftUI; Android SDK; Firebase; Jetpack Compose; Java,SwiftUI,5,,Large (201-1000),106507.33,1,0,5
34,Female,Data Science & ML,Other,Freelance,Remote,9.0,8.3,PhD,English,Spark; Pandas; R; OpenCV; PyTorch; Hugging Face; TensorFlow,Spark,7,Kubernetes CKA,Medium (51-200),100132.12,1,1,8
36,Male,Full-Stack Development,Software Engineer,Full-time,Hybrid,4.9,3.9,Bootcamp,English; Hindi,Vue.js; Docker; React; PostgreSQL; Redis; TypeScript; MongoDB,Vue.js,7,TensorFlow Developer Certificate,Large (201-1000),156687.25,2,1,8
30,Male,Full-Stack Development,Web Developer,Full-time,Remote,6.2,5.2,Master's Degree,English; Italian; Japanese,AWS; Vue.js; GraphQL; MongoDB; React; Redis; REST APIs; PostgreSQL,AWS,8,CISSP,Medium (51-200),193535.41,3,1,9
35,Male,Backend Development,Other,Full-time,Hybrid,3.7,2.2,Bootcamp,English,PHP; Python; Java; Go; Django,PHP,5,,Small (11-50),149501.23,1,0,5
39,Male,Data Science & ML,Other,Freelance,Remote,5.3,3.3,Bachelor's Degree,English; Italian; Russian,OpenCV; R; NLTK; SQL; scikit-learn; Spark; Pandas; Python,OpenCV,8,,Medium (51-200),64662.92,3,0,8
36,Prefer not to say,Product Management,Other,Full-time,Remote,6.4,3.9,Bootcamp,English; Mandarin,Figma; Agile; Jira; Data Analysis,Figma,4,PMP; AWS Certified Developer; CompTIA Security+,Large (201-1000),149460.04,2,3,7
21,Female,Full-Stack Development,Software Engineer,Full-time,On-site,8.3,5.7,PhD,English,PostgreSQL; Vue.js; MongoDB; GraphQL; TypeScript; React; REST APIs,PostgreSQL,7,,Medium (51-200),239093.76,1,0,7
28,Male,Mobile Development,Other,Full-time,Hybrid,2.2,1.0,PhD,English; German,Swift; React Native; Firebase; Jetpack Compose; Objective-C; Java,Swift,6,Linux Foundation Certified,Small (11-50),148336.77,2,1,7
35,Female,Frontend Development,Other,Full-time,Remote,7.3,6.6,Bachelor's Degree,Hindi; Dutch,Redux; Angular; SASS; Webpack; JavaScript; Tailwind CSS,Redux,6,CEH; Linux Foundation Certified; TensorFlow Developer Certificate,Large (201-1000),240385.78,2,3,9
22,Female,Mobile Development,Other,Full-time,On-site,4.6,3.0,Bachelor's Degree,English; French,Kotlin; Android SDK; Xcode; Swift; Flutter; Java,Kotlin,6,Linux Foundation Certified; Google Cloud Professional,Medium (51-200),186487.26,2,2,8
42,Male,Full-Stack Development,Full Stack Developer,Full-time,On-site,11.1,6.7,Bachelor's Degree,English; Bengali,Node.js; REST APIs; Vue.js,Node.js,3,Azure Solutions Architect,Medium (51-200),180058.26,2,1,4
38,Male,Embedded Systems & IoT,Other,Contract,Remote,10.0,7.3,Bachelor's Degree,English; German; Tamil,C; C++; Embedded Linux; RTOS,C,4,,Large (201-1000),190682.08,3,0,4
35,Female,Full-Stack Development,Software Engineer,Full-time,Remote,3.4,2.2,Bachelor's Degree,English,REST APIs; Redis; GraphQL; React,REST APIs,4,,Startup (1-10),120204.75,1,0,4
18,Male,Product Management,Other,Full-time,Remote,9.5,6.6,Bachelor's Degree,English; Russian,Stakeholder Management; Data Analysis; Figma; User Research; Agile; Jira; A/B Testing,Stakeholder Management,7,,Large (201-1000),300173.11,2,0,7
27,Prefer not to say,Game Development,Other,Full-time,Remote,0.5,0.5,Bootcamp,English,C++; OpenGL; Unity; Unreal Engine; C#; Maya,C++,6,,Startup (1-10),59066.77,1,0,6
21,Female,Site Reliability Engineering,Other,Full-time,On-site,4.0,1.9,Bootcamp,English,Kubernetes; Incident Management; Linux; Terraform; AWS; CI/CD; Python,Kubernetes,7,PMP,Startup (1-10),162729.6,1,1,8
35,Non-Binary,Game Development,Other,Full-time,Remote,3.0,2.6,Bootcamp,English; Bengali,C++; DirectX; Shader Programming; Unity; Maya; Unreal Engine,C++,6,,Enterprise (1000+),143661.11,2,0,6
31,Male,Embedded Systems & IoT,Other,Full-time,Remote,9.8,8.1,Bootcamp,French; Russian; Bengali; Spanish,C++; FPGA; RTOS; ARM; PCB Design; Embedded Linux; C; Python,C++,8,Linux Foundation Certified,Enterprise (1000+),173682.58,4,1,9
23,Female,Frontend Development,Other,Full-time,Remote,4.2,3.6,Bootcamp,English; Mandarin; Italian; Hindi,GraphQL; HTML/CSS; React; Redux; Next.js; Angular; Tailwind CSS; SASS,GraphQL,8,Linux Foundation Certified; CompTIA Security+,Startup (1-10),145915.89,4,2,10
22,Male,Game Development,Other,Freelance,Remote,9.5,5.0,PhD,English,C#; OpenGL; Unreal Engine; Maya; 3D Modeling; Blender; Photon,C#,7,,Large (201-1000),285502.21,1,0,7
38,Male,Product Management,Other,Contract,Remote,6.2,2.5,Master's Degree,Italian,Scrum; User Research; Agile,Scrum,3,CEH; CompTIA Security+,Medium (51-200),315974.74,1,2,5
27,Female,Product Management,Other,Full-time,On-site,3.2,3.2,Master's Degree,English,Scrum; User Research; Wireframing,Scrum,3,,Medium (51-200),58643.13,1,0,3
31,Male,Full-Stack Development,Full Stack Developer,Full-time,Remote,1.8,1.4,Master's Degree,English,AWS; MongoDB; PostgreSQL; Redis,AWS,4,CompTIA Security+; CEH; CISSP,Medium (51-200),164301.34,1,3,7
43,Male,Blockchain & Web3,Other,Contract,Remote,0.5,0.5,Master's Degree,English,Smart Contracts; IPFS; Web3.js; Ethereum; Foundry; Go; TypeScript; Solidity,Smart Contracts,8,AWS Certified Solutions Architect,Small (11-50),33238.71,1,1,9
35,Non-Binary,Frontend Development,Other,Full-time,Hybrid,7.7,6.0,Bootcamp,English; Japanese,TypeScript; Redux; Webpack,TypeScript,3,,Enterprise (1000+),207695.26,2,0,3
19,Female,Full-Stack Development,Software Engineer,Contract,Remote,7.3,3.7,Bachelor's Degree,English,PostgreSQL; Vue.js; Node.js,PostgreSQL,3,,Large (201-1000),62584.84,1,0,3
32,Male,Cybersecurity,Other,Full-time,Hybrid,15.6,14.0,Bootcamp,English; Hindi,Wireshark; SIEM; Incident Response; Linux,Wireshark,4,,Small (11-50),225048.83,2,0,4
26,Female,Cybersecurity,Other,Freelance,Remote,2.4,1.5,Associate's Degree,English,IDS/IPS; Ethical Hacking; SIEM; Burp Suite; Wireshark; Python; Firewalls,IDS/IPS,7,Certified Scrum Master,Large (201-1000),39568.05,1,1,8
36,Non-Binary,Database & Data Engineering,Other,Full-time,Remote,5.6,3.4,Bachelor's Degree,English,BigQuery; dbt; Cassandra; MongoDB,BigQuery,4,Google Cloud Professional,Enterprise (1000+),73327.52,1,1,5
28,Male,Full-Stack Development,Full Stack Developer,Full-time,Remote,2.5,1.0,Bachelor's Degree,English,PostgreSQL; REST APIs; Redis; TypeScript; Python; MongoDB; AWS; Node.js,PostgreSQL,8,Google Cloud Professional,Medium (51-200),140698.41,1,1,9
32,Male,Frontend Development,Other,Full-time,Remote,6.4,4.7,Bootcamp,English,SASS; HTML/CSS; Angular; Redux; TypeScript; Next.js; JavaScript; GraphQL,SASS,8,,Large (201-1000),124754.47,1,0,8
33,Male,QA & Testing,Other,Full-time,Hybrid,9.6,8.1,Master's Degree,English; Hindi,PyTest; Postman; Jira,PyTest,3,CEH; TensorFlow Developer Certificate,Small (11-50),136470.1,2,2,5
28,Male,Blockchain & Web3,Other,Full-time,Hybrid,7.4,3.2,Master's Degree,English; Korean,Rust; Ethereum; Go; Smart Contracts,Rust,4,Azure Solutions Architect,Medium (51-200),373557.24,2,1,5
23,Female,Database & Data Engineering,Other,Full-time,Hybrid,7.8,3.4,Bachelor's Degree,English,BigQuery; Kafka; dbt; SQL; MongoDB,BigQuery,5,TensorFlow Developer Certificate; PMP,Large (201-1000),77920.82,1,2,7
37,Male,Frontend Development,Other,Contract,Remote,0.5,0.5,Bachelor's Degree,English; Telugu,SASS; Next.js; JavaScript; TypeScript; Redux; HTML/CSS,SASS,6,Linux Foundation Certified; TensorFlow Developer Certificate; AWS Certified Solutions Architect,Startup (1-10),75887.96,2,3,9
44,Male,Embedded Systems & IoT,Other,Full-time,Remote,1.3,0.9,Associate's Degree,Telugu,C++; FPGA; RTOS; I2C/SPI; PCB Design; MQTT; Embedded Linux; C,C++,8,AWS Certified Developer; Kubernetes CKA,Small (11-50),78735.5,1,2,10
28,Female,Data Science & ML,Other,Full-time,Remote,0.8,0.5,Master's Degree,English,TensorFlow; NLTK; Spark,TensorFlow,3,,Small (11-50),125873.06,1,0,3
36,Female,Game Development,Other,Full-time,Remote,5.6,2.6,Master's Degree,English,C#; Maya; Shader Programming,C#,3,Kubernetes CKA,Startup (1-10),125375.92,1,1,4
30,Male,Frontend Development,Other,Full-time,On-site,4.8,4.1,Bootcamp,Dutch,Redux; Angular; Webpack; React; Vue.js; Next.js; HTML/CSS,Redux,7,,Large (201-1000),151293.16,1,0,7
33,Male,DevOps & Cloud,Other,Full-time,Hybrid,10.0,9.4,High School,English,Azure; Kubernetes; Docker,Azure,3,Certified Scrum Master; Google Cloud Professional,Large (201-1000),180221.98,1,2,5
38,Male,Blockchain & Web3,Other,Freelance,Remote,0.5,0.5,PhD,English; French; German,TypeScript; IPFS; Rust,TypeScript,3,,Startup (1-10),95916.43,3,0,3
26,Prefer not to say,Mobile Development,Other,Full-time,Hybrid,6.4,4.7,High School,English,Kotlin; Objective-C; Jetpack Compose; SwiftUI; React Native; Xcode; Java; Firebase,Kotlin,8,,Small (11-50),137978.72,1,0,8
31,Male,QA & Testing,Other,Full-time,Hybrid,10.9,7.2,Bachelor's Degree,English; Spanish; Korean,PyTest; TestRail; Playwright,PyTest,3,,Medium (51-200),120127.15,3,0,3
44,Prefer not to say,Backend Development,Other,Full-time,Hybrid,2.8,1.1,Bachelor's Degree,English; Spanish; Telugu,C#; Ruby; PHP; FastAPI; Django; Go,C#,6,,Enterprise (1000+),49051.55,3,0,6
41,Female,Mobile Development,Other,Full-time,Hybrid,5.3,2.6,Bootcamp,English; Korean; Dutch,React Native; Flutter; Swift; SwiftUI; Jetpack Compose,React Native,5,,Startup (1-10),123616.05,3,0,5
27,Male,Frontend Development,Other,Full-time,Hybrid,5.9,3.9,PhD,English; Russian,Tailwind CSS; SASS; HTML/CSS; Angular; Vue.js; TypeScript; Webpack,Tailwind CSS,7,Kubernetes CKA,Medium (51-200),202561.22,2,1,8
32,Male,Cybersecurity,Other,Full-time,Hybrid,5.1,3.6,Bachelor's Degree,English; Spanish; Tamil,Firewalls; Wireshark; Python; IDS/IPS; Nmap; Linux,Firewalls,6,CISSP; Google Cloud Professional; PMP,Medium (51-200),203627.26,3,3,9
29,Male,Product Management,Other,Full-time,Remote,5.3,2.6,Bachelor's Degree,English; Japanese; Tamil,Agile; Confluence; SQL; Scrum; Roadmapping; Wireframing,Agile,6,,Small (11-50),237054.85,3,0,6
26,Male,Backend Development,Other,Full-time,On-site,2.5,1.9,Associate's Degree,English,Python; Ruby; PHP,Python,3,Google Cloud Professional; CEH,Startup (1-10),130721.39,1,2,5
21,Male,Site Reliability Engineering,Other,Full-time,Remote,2.7,2.0,Bootcamp,English,Python; AWS; Grafana; Terraform,Python,4,AWS Certified Solutions Architect,Startup (1-10),163696.67,1,1,5
28,Male,Embedded Systems & IoT,Other,Full-time,Remote,10.4,9.4,Master's Degree,Japanese; Telugu,MATLAB; I2C/SPI; ARM,MATLAB,3,Azure Solutions Architect,Large (201-1000),282180.99,2,1,4
27,Male,Mobile Development,Other,Full-time,Remote,3.1,2.7,High School,English; Italian,Flutter; Xcode; Dart; Java; Jetpack Compose; Android SDK; Swift; Kotlin,Flutter,8,CISSP,Medium (51-200),99463.88,2,1,9
38,Male,Mobile Development,Other,Contract,Remote,2.4,1.5,Bachelor's Degree,English,Java; Firebase; Jetpack Compose; Android SDK; Objective-C; Flutter; SwiftUI; Kotlin,Java,8,CompTIA Security+,Small (11-50),92926.93,1,1,9
33,Male,Cybersecurity,Other,Full-time,Remote,3.2,2.5,Bachelor's Degree,English; Spanish,Wireshark; Firewalls; SIEM,Wireshark,3,TensorFlow Developer Certificate; AWS Certified Solutions Architect,Large (201-1000),220069.45,2,2,5
21,Male,Game Development,Other,Full-time,Remote,4.1,2.2,Master's Degree,English; Japanese; Dutch,C#; 3D Modeling; Physics Engine; Unreal Engine; Shader Programming; Photon; C++,C#,7,,Startup (1-10),177272.54,3,0,7
30,Male,Frontend Development,Other,Full-time,Hybrid,0.5,0.5,Bootcamp,English,SASS; GraphQL; Webpack; TypeScript; JavaScript,SASS,5,,Enterprise (1000+),85829.85,1,0,5
23,Male,Data Science & ML,Other,Full-time,On-site,3.6,1.7,Master's Degree,English,R; NLTK; Keras; Python; OpenCV; scikit-learn; TensorFlow; Hugging Face,R,8,,Enterprise (1000+),82651.6,1,0,8
38,Female,Backend Development,Other,Full-time,On-site,0.5,0.5,PhD,English,Spring Boot; Node.js; Java; FastAPI; Python; PHP; Express.js,Spring Boot,7,Certified Scrum Master,Startup (1-10),88550.33,1,1,8
36,Male,Data Science & ML,Other,Full-time,Remote,6.0,4.2,Bachelor's Degree,English,TensorFlow; OpenCV; scikit-learn,TensorFlow,3,Certified Scrum Master; Google Cloud Professional,Large (201-1000),250971.58,1,2,5
